# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-27 18:37:14.916
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
21.347263,-0.0147,-0.0114,0.0161,0.02
21.356210,-0.0137,-0.0196,0.0250,0.03
21.366098,0.0031,-0.0142,0.0261,0.03
21.379895,-0.0107,-0.0056,0.0154,0.02
21.389514,-0.0262,-0.0064,-0.0069,0.03
21.399009,-0.0238,-0.0099,-0.0098,0.03
21.408843,-0.0059,-0.0134,0.0222,0.03
21.413210,0.0110,-0.0086,0.0407,0.04
21.422856,0.0215,0.0185,0.0290,0.04
21.442213,0.0312,0.0090,0.0277,0.04
21.454307,0.0432,0.0203,0.0126,0.05
21.463920,0.0067,0.0398,-0.0102,0.04
21.472727,-0.0156,0.0189,-0.0158,0.03
21.481730,-0.0175,-0.0178,0.0294,0.04
21.490969,-0.0181,-0.0090,0.0537,0.06
21.499157,-0.0438,-0.0093,0.0328,0.06
21.514472,-0.0585,-0.0266,0.0222,0.07
21.523578,-0.0500,-0.0276,0.0101,0.06
21.527631,-0.0365,-0.0146,0.0088,0.04
21.545458,-0.0301,-0.0291,-0.0117,0.04
21.546545,-0.0492,-0.0184,-0.0324,0.06
21.556134,-0.0397,-0.0081,-0.0538,0.07
21.566113,-0.0314,-0.0166,-0.0312,0.05
21.578030,-0.0102,-0.0084,-0.0271,0.03
21.587883,-0.0082,0.0185,-0.0437,0.05
21.596786,0.0135,0.0207,-0.0375,0.04
21.605466,0.0377,0.0136,-0.0164,0.04
21.614362,0.0489,0.0410,-0.0210,0.07
21.623047,0.0339,0.0524,-0.0461,0.08
21.642028,0.0271,0.0305,-0.0237,0.05
21.654381,0.0166,0.0281,-0.0065,0.03
21.664008,0.0023,-0.0001,-0.0044,0.01
21.673351,-0.0094,0.0002,-0.0000,0.01
21.679818,-0.0080,-0.0031,0.0009,0.01
21.689569,-0.0033,-0.0100,0.0044,0.01
21.703077,0.0008,-0.0114,-0.0076,0.01
21.713301,-0.0108,-0.0102,-0.0207,0.03
21.722140,-0.0139,-0.0116,-0.0184,0.03
21.730804,-0.0058,-0.0302,-0.0132,0.03
21.736623,-0.0081,-0.0150,-0.0002,0.02
21.746502,0.0022,-0.0171,-0.0067,0.02
21.756096,0.0172,-0.0113,0.0093,0.02
21.768564,0.0339,-0.0064,0.0038,0.03
21.778363,0.0347,0.0051,0.0005,0.04
21.787314,0.0477,0.0071,-0.0075,0.05
21.796055,0.0208,0.0102,-0.0030,0.02
21.805139,0.0180,0.0148,-0.0039,0.02
21.822651,0.0152,-0.0069,0.0345,0.04
21.835512,-0.0038,-0.0056,0.0100,0.01
21.845733,-0.0172,-0.0253,0.0200,0.04
21.854636,-0.0108,-0.0265,0.0217,0.04
21.863656,-0.0138,-0.0146,0.0265,0.03
21.870387,-0.0202,-0.0265,0.0242,0.04
21.879495,-0.0155,-0.0337,0.0135,0.04
21.893365,-0.0087,-0.0198,0.0131,0.03
21.898764,-0.0103,-0.0161,0.0174,0.03
21.909749,-0.0121,-0.0149,0.0244,0.03
21.918840,-0.0225,-0.0179,0.0346,0.04
21.928039,-0.0160,-0.0168,0.0538,0.06
21.937219,0.0193,-0.0152,0.0608,0.07
21.946238,0.0148,0.0033,0.0500,0.05
21.960059,-0.0106,0.0168,0.0027,0.02
21.969345,-0.0263,0.0026,0.0018,0.03
21.978343,-0.0115,-0.0130,0.0265,0.03
21.987515,-0.0089,0.0044,0.0252,0.03
21.993496,-0.0049,0.0024,-0.0119,0.01
22.003285,-0.0044,0.0051,-0.0428,0.04
22.021899,0.0233,0.0131,-0.0506,0.06
22.034259,0.0270,0.0253,-0.0565,0.07
22.044733,0.0154,0.0326,-0.0794,0.09
22.054869,0.0266,0.0217,-0.0790,0.09
22.060079,0.0450,0.0055,-0.0648,0.08
22.069624,0.0418,0.0225,-0.0549,0.07
22.078958,0.0324,0.0218,-0.0596,0.07
22.098166,0.0275,0.0205,-0.0472,0.06
22.098275,0.0401,0.0110,-0.0252,0.05
22.108078,0.0371,-0.0078,0.0095,0.04
22.117698,0.0281,-0.0007,0.0047,0.03
22.127135,-0.0015,0.0028,-0.0028,0.00
22.136951,-0.0149,-0.0301,0.0279,0.04
22.149724,-0.0145,-0.0552,0.0620,0.08
22.160176,-0.0235,-0.0320,0.0670,0.08
22.170245,-0.0426,-0.0244,0.0407,0.06
22.174509,-0.0402,-0.0429,0.0331,0.07
22.183920,-0.0276,-0.0570,0.0470,0.08
22.193734,-0.0194,-0.0196,0.0498,0.06
22.203399,-0.0132,0.0088,0.0285,0.03
22.217515,-0.0164,0.0094,0.0209,0.03
22.227752,-0.0059,-0.0043,0.0337,0.03
22.241432,0.0212,0.0283,0.0461,0.06
22.251322,0.0116,0.0505,0.0063,0.05
22.261615,0.0203,0.0178,0.0117,0.03
22.273794,0.0411,0.0034,0.0293,0.05
22.283326,0.0218,0.0365,0.0167,0.05
22.293126,-0.0153,0.0337,-0.0144,0.04
22.298316,-0.0270,-0.0060,-0.0145,0.03
22.307751,-0.0262,-0.0203,0.0114,0.04
22.317621,-0.0301,-0.0067,0.0118,0.03
22.327517,-0.0369,0.0060,-0.0148,0.04
22.340039,-0.0499,-0.0127,-0.0353,0.06
22.350196,-0.0429,-0.0288,-0.0358,0.06
22.360112,-0.0174,-0.0210,-0.0363,0.05
22.363839,-0.0125,0.0118,-0.0513,0.05
22.374265,-0.0023,0.0284,-0.0668,0.07
22.383956,0.0150,-0.0010,-0.0448,0.05
22.392921,0.0253,0.0060,-0.0193,0.03
22.407748,0.0171,0.0257,-0.0239,0.04
22.417385,0.0071,0.0279,-0.0145,0.03
22.431438,0.0164,0.0129,0.0224,0.03
22.440648,0.0219,0.0099,0.0167,0.03
22.450143,0.0029,0.0213,0.0099,0.02
22.459698,-0.0050,0.0066,0.0016,0.01
22.474520,-0.0146,-0.0192,0.0109,0.03
22.484426,-0.0131,-0.0234,0.0084,0.03
22.488281,-0.0229,-0.0114,0.0071,0.03
22.498310,-0.0146,-0.0148,-0.0091,0.02
22.507468,-0.0203,-0.0184,-0.0177,0.03
22.517014,-0.0179,-0.0171,-0.0319,0.04
22.526268,-0.0147,-0.0154,-0.0262,0.03
22.541302,0.0065,-0.0029,-0.0212,0.02
22.551318,0.0072,0.0090,-0.0229,0.03
22.554994,0.0163,0.0075,-0.0262,0.03
22.563825,0.0186,-0.0015,-0.0101,0.02
22.574079,0.0295,0.0283,-0.0073,0.04
22.583668,0.0167,0.0234,0.0090,0.03
22.596495,0.0083,0.0010,0.0219,0.02
22.610207,-0.0042,-0.0048,0.0203,0.02
22.621862,-0.0245,-0.0147,0.0281,0.04
22.631042,-0.0174,-0.0119,0.0219,0.03
22.640944,-0.0238,-0.0146,0.0135,0.03
22.650284,-0.0190,-0.0170,-0.0042,0.03
22.662758,-0.0174,-0.0278,-0.0130,0.04
22.672145,-0.0208,-0.0141,-0.0156,0.03
22.681871,-0.0161,-0.0138,-0.0163,0.03
22.688493,-0.0042,-0.0074,-0.0030,0.01
22.697714,0.0019,0.0042,-0.0021,0.01
22.708192,0.0128,0.0146,-0.0005,0.02
22.716045,0.0245,0.0051,0.0053,0.03
22.730577,0.0215,0.0186,0.0026,0.03
22.739967,0.0274,0.0247,-0.0099,0.04
22.745726,0.0263,0.0220,0.0037,0.03
22.755160,0.0324,0.0210,0.0212,0.04
22.764062,0.0287,0.0170,0.0288,0.04
22.774159,0.0015,0.0037,0.0180,0.02
22.787239,-0.0210,-0.0091,0.0086,0.02
22.796824,-0.0218,-0.0240,0.0199,0.04
22.806892,-0.0143,-0.0093,0.0187,0.03
22.821692,-0.0230,-0.0096,-0.0189,0.03
22.833582,-0.0098,-0.0068,-0.0176,0.02
22.840435,0.0040,-0.0013,-0.0137,0.01
22.859690,0.0095,0.0139,-0.0186,0.03
22.859806,0.0102,0.0050,-0.0214,0.02
22.869962,0.0219,0.0054,-0.0061,0.02
22.879502,0.0267,0.0047,0.0029,0.03
22.888966,0.0256,0.0050,0.0073,0.03
22.898320,0.0299,0.0193,-0.0074,0.04
22.910774,0.0270,0.0199,-0.0034,0.03
22.920919,0.0274,-0.0000,0.0144,0.03
22.930330,0.0181,-0.0082,0.0215,0.03
22.939759,-0.0005,-0.0041,0.0197,0.02
22.944874,-0.0177,-0.0168,0.0109,0.03
22.954350,-0.0262,-0.0327,0.0096,0.04
22.964054,-0.0220,-0.0258,0.0057,0.03
22.978467,-0.0179,-0.0186,0.0005,0.03
22.988870,-0.0083,-0.0089,-0.0074,0.01
22.999013,-0.0035,-0.0180,-0.0059,0.02
23.011416,0.0260,0.0071,-0.0097,0.03
23.021811,0.0360,0.0232,-0.0053,0.04
23.032035,0.0367,0.0283,-0.0069,0.05
23.044298,0.0238,0.0032,0.0048,0.02
23.054604,0.0166,-0.0032,0.0179,0.02
23.064266,0.0183,0.0118,0.0259,0.03
23.068945,0.0108,0.0115,0.0367,0.04
23.078326,0.0006,-0.0014,0.0340,0.03
23.088004,-0.0020,-0.0152,0.0403,0.04
23.097292,-0.0054,-0.0093,0.0465,0.05
23.109884,-0.0133,-0.0017,0.0244,0.03
23.120201,-0.0329,-0.0092,0.0005,0.03
23.130202,-0.0390,-0.0248,-0.0174,0.05
23.135217,-0.0308,-0.0161,-0.0189,0.04
23.144031,-0.0223,-0.0121,-0.0290,0.04
23.155262,-0.0273,-0.0112,-0.0408,0.05
23.167347,-0.0008,-0.0126,-0.0523,0.05
23.177869,0.0259,-0.0044,-0.0284,0.04
23.187511,0.0475,0.0184,-0.0286,0.06
23.202111,0.0191,0.0142,-0.0485,0.05
23.211139,0.0014,0.0081,-0.0174,0.02
23.221049,0.0098,0.0057,0.0097,0.01
23.234946,-0.0110,0.0106,0.0302,0.03
23.245320,-0.0171,0.0009,0.0146,0.02
23.249079,-0.0182,-0.0240,0.0328,0.04
23.260645,0.0016,-0.0231,0.0291,0.04
23.270361,-0.0004,0.0042,0.0078,0.01
23.277894,0.0048,0.0052,-0.0149,0.02
23.287298,0.0005,-0.0082,-0.0033,0.01
23.299795,0.0178,0.0043,-0.0073,0.02
23.309927,-0.0068,0.0018,-0.0062,0.01
23.319588,-0.0165,-0.0048,-0.0207,0.03
23.329025,-0.0173,-0.0069,-0.0032,0.02
23.334870,0.0029,-0.0039,0.0214,0.02
23.344617,0.0067,0.0086,0.0270,0.03
23.353801,0.0082,0.0102,-0.0012,0.01
23.367797,-0.0023,0.0137,-0.0133,0.02
23.378160,0.0106,0.0069,-0.0162,0.02
23.391961,-0.0138,0.0075,-0.0029,0.02
23.401517,-0.0341,-0.0119,0.0150,0.04
23.411136,-0.0353,-0.0351,0.0437,0.07
23.425612,-0.0421,-0.0366,0.0373,0.07
23.435758,-0.0392,-0.0118,0.0147,0.04
23.445145,-0.0361,-0.0145,0.0033,0.04
23.449232,-0.0105,-0.0032,-0.0007,0.01
23.459271,-0.0126,-0.0002,-0.0051,0.01
23.468367,-0.0199,0.0144,-0.0251,0.04
23.478131,-0.0087,0.0189,-0.0446,0.05
23.490823,-0.0010,0.0134,-0.0206,0.02
23.500907,0.0192,0.0206,-0.0124,0.03
23.510386,0.0216,0.0236,-0.0105,0.03
23.520061,0.0042,0.0224,-0.0109,0.03
23.525552,0.0108,0.0290,-0.0159,0.03
23.535245,0.0077,0.0095,-0.0005,0.01
23.544869,0.0003,0.0218,0.0021,0.02
23.557676,-0.0061,0.0161,-0.0061,0.02
23.567896,-0.0262,0.0024,0.0133,0.03
23.577129,-0.0434,-0.0179,0.0126,0.05
23.592258,-0.0519,-0.0238,0.0259,0.06
23.601629,-0.0379,-0.0043,0.0173,0.04
23.610479,-0.0172,-0.0168,0.0066,0.02
23.623326,-0.0152,-0.0155,0.0011,0.02
23.633556,0.0006,0.0081,-0.0275,0.03
23.643018,0.0100,0.0200,-0.0256,0.03
23.652422,0.0242,0.0116,-0.0178,0.03
23.658862,0.0368,0.0169,-0.0126,0.04
23.668138,0.0349,0.0218,-0.0139,0.04
23.677734,0.0241,0.0309,-0.0176,0.04
23.691083,0.0107,0.0100,-0.0229,0.03
23.701590,0.0027,0.0099,-0.0212,0.02
23.711019,0.0162,0.0042,-0.0156,0.02
23.715426,0.0316,0.0165,-0.0127,0.04
23.724909,0.0310,0.0193,-0.0403,0.05
23.734775,0.0183,0.0107,-0.0480,0.05
23.747426,0.0195,-0.0040,-0.0305,0.04
23.758794,0.0109,0.0031,-0.0074,0.01
23.768454,-0.0036,-0.0059,0.0067,0.01
23.773314,-0.0099,-0.0252,0.0202,0.03
23.793145,0.0028,-0.0069,0.0359,0.04
23.806074,-0.0026,-0.0013,0.0307,0.03
23.815887,0.0014,-0.0141,0.0319,0.03
23.825590,-0.0071,-0.0293,0.0481,0.06
23.829396,0.0002,-0.0204,0.0476,0.05
23.841869,-0.0103,-0.0265,0.0472,0.06
23.848754,-0.0222,-0.0147,0.0359,0.04
23.868461,-0.0305,-0.0208,0.0346,0.05
23.868796,-0.0288,-0.0212,0.0386,0.05
23.878589,-0.0362,-0.0141,0.0272,0.05
23.889535,-0.0300,-0.0067,0.0027,0.03
23.899420,-0.0134,-0.0064,-0.0011,0.01
23.905465,0.0200,0.0114,-0.0100,0.03
23.915072,0.0332,0.0156,-0.0127,0.04
23.924651,0.0363,0.0176,-0.0391,0.06
23.937034,0.0232,0.0183,-0.0451,0.05
23.947197,0.0260,0.0101,-0.0448,0.05
23.956731,0.0137,0.0048,-0.0241,0.03
23.966246,0.0336,0.0254,-0.0349,0.05
23.972895,0.0218,0.0203,-0.0194,0.04
23.991322,0.0044,-0.0009,-0.0290,0.03
24.004564,0.0077,-0.0035,-0.0276,0.03
24.014634,0.0076,-0.0100,-0.0048,0.01
24.024143,0.0199,-0.0039,-0.0083,0.02
24.033524,-0.0000,-0.0115,-0.0074,0.01
24.039145,0.0044,-0.0165,-0.0224,0.03
24.048494,-0.0072,-0.0169,-0.0037,0.02
24.057956,0.0031,-0.0012,-0.0122,0.01
24.070267,-0.0105,-0.0057,0.0060,0.01
24.080744,0.0045,-0.0183,0.0124,0.02
24.090275,0.0037,-0.0102,0.0341,0.04
24.099524,0.0198,0.0025,0.0142,0.02
24.106137,-0.0028,-0.0117,0.0296,0.03
24.115379,0.0127,-0.0093,0.0184,0.02
24.129257,0.0014,-0.0065,0.0479,0.05
24.139457,0.0139,0.0014,0.0378,0.04
24.148899,-0.0210,-0.0009,0.0377,0.04
24.153247,-0.0272,-0.0030,0.0212,0.03
24.163063,-0.0384,-0.0156,0.0442,0.06
24.182073,-0.0359,-0.0051,0.0368,0.05
24.196597,-0.0180,-0.0005,-0.0023,0.02
24.206262,-0.0232,-0.0056,0.0011,0.02
24.215765,0.0038,0.0017,-0.0164,0.02
24.219995,0.0022,0.0086,-0.0139,0.02
24.229845,0.0178,0.0134,-0.0307,0.04
24.239016,0.0094,0.0095,-0.0171,0.02
24.248707,0.0147,0.0202,-0.0343,0.04
24.261332,-0.0044,0.0223,-0.0257,0.03
24.271798,0.0015,0.0189,-0.0310,0.04
24.281232,-0.0093,0.0139,-0.0107,0.02
24.286156,0.0034,0.0059,-0.0143,0.02
24.296412,-0.0060,-0.0080,-0.0035,0.01
24.306119,-0.0008,0.0036,-0.0212,0.02
24.319386,-0.0052,0.0094,-0.0086,0.01
24.330170,0.0078,0.0089,-0.0109,0.02
24.339713,-0.0069,0.0009,0.0030,0.01
24.343758,-0.0110,-0.0032,-0.0127,0.02
24.353520,-0.0268,-0.0078,-0.0032,0.03
24.363716,-0.0226,-0.0076,-0.0043,0.02
24.381804,-0.0145,-0.0016,-0.0076,0.02
24.393976,-0.0058,-0.0046,0.0045,0.01
24.404327,0.0091,0.0062,-0.0065,0.01
24.413869,0.0035,0.0118,-0.0056,0.01
24.419870,0.0002,0.0031,-0.0031,0.00
24.429457,0.0012,0.0020,0.0033,0.00
24.438611,-0.0081,-0.0001,0.0054,0.01
24.451639,-0.0174,-0.0068,0.0152,0.02
24.461865,-0.0233,-0.0169,0.0128,0.03
24.471471,-0.0302,-0.0207,0.0230,0.04
24.476363,-0.0256,-0.0115,0.0253,0.04
24.486035,-0.0120,-0.0081,0.0273,0.03
24.496250,-0.0149,0.0009,0.0111,0.02
24.510705,-0.0110,-0.0034,-0.0033,0.01
24.521428,-0.0059,-0.0153,0.0055,0.02
24.524383,-0.0039,-0.0027,0.0099,0.01
24.534353,-0.0034,0.0127,-0.0127,0.02
24.544341,0.0049,-0.0017,-0.0236,0.02
24.553740,0.0160,-0.0031,-0.0316,0.04
24.563365,0.0413,0.0148,-0.0374,0.06
24.575807,0.0389,0.0126,-0.0217,0.05
24.585860,0.0392,0.0165,-0.0196,0.05
24.595505,0.0282,0.0069,-0.0189,0.03
24.609890,0.0247,0.0078,-0.0027,0.03
24.619713,0.0147,0.0051,-0.0044,0.02
24.629073,-0.0130,-0.0032,0.0025,0.01
24.641605,-0.0078,-0.0246,0.0104,0.03
24.652012,-0.0107,-0.0205,0.0284,0.04
24.661799,0.0004,0.0019,0.0107,0.01
24.667801,0.0082,0.0014,0.0049,0.01
24.676326,0.0093,-0.0200,0.0236,0.03
24.686972,0.0046,-0.0187,0.0413,0.05
24.697263,0.0100,-0.0194,0.0417,0.05
24.711906,-0.0012,-0.0191,0.0349,0.04
24.714756,0.0075,-0.0060,0.0009,0.01
24.725724,0.0126,-0.0036,-0.0096,0.02
24.735838,0.0089,-0.0203,-0.0092,0.02
24.745280,-0.0022,-0.0068,-0.0121,0.01
24.752936,-0.0034,0.0009,-0.0059,0.01
24.769249,0.0035,0.0125,0.0184,0.02
24.778588,0.0237,0.0227,0.0090,0.03
24.791267,0.0189,0.0137,-0.0415,0.05
24.801456,-0.0024,-0.0129,-0.0346,0.04
24.810849,-0.0165,-0.0371,-0.0192,0.04
24.820172,-0.0221,-0.0258,-0.0118,0.04
24.833415,-0.0214,-0.0203,-0.0134,0.03
24.843641,-0.0198,-0.0156,-0.0218,0.03
24.853395,-0.0099,-0.0173,-0.0429,0.05
24.857395,-0.0355,-0.0359,-0.0271,0.06
24.866227,-0.0498,-0.0475,0.0037,0.07
24.876451,-0.0439,-0.0276,0.0524,0.07
24.886307,-0.0318,-0.0178,0.0772,0.09
24.898226,-0.0396,-0.0119,0.0383,0.06
24.908417,-0.0330,-0.0078,-0.0204,0.04
24.918441,-0.0127,-0.0062,-0.0235,0.03
24.928360,0.0030,-0.0069,-0.0016,0.01
24.933316,-0.0157,-0.0060,0.0134,0.02
24.943150,-0.0112,0.0009,0.0004,0.01
24.956796,0.0132,0.0260,-0.0070,0.03
24.967766,0.0538,0.0480,-0.0249,0.08
24.977403,0.0723,0.0707,-0.0434,0.11
24.990892,0.0468,0.0572,0.0032,0.07
25.001899,0.0397,0.0609,0.0192,0.08
25.014134,0.0268,0.0558,0.0096,0.06
25.024145,0.0281,0.0436,-0.0184,0.06
25.034303,0.0434,0.0153,-0.0432,0.06
25.038183,0.0688,0.0082,-0.0171,0.07
25.047760,0.0419,-0.0214,0.0172,0.05
25.057693,0.0007,-0.0260,0.0236,0.04
25.066956,-0.0218,-0.0171,0.0283,0.04
25.076472,-0.0250,-0.0050,0.0545,0.06
25.089855,-0.0182,-0.0063,0.0632,0.07
25.098544,-0.0364,-0.0108,0.0655,0.08
25.108115,-0.0619,-0.0165,0.0884,0.11
25.118058,-0.0676,-0.0488,0.1172,0.14
25.124085,-0.0745,-0.0647,0.1385,0.17
25.133352,-0.0459,-0.0466,0.1094,0.13
25.147512,0.0005,-0.0274,0.0835,0.09
25.158043,0.0270,0.0060,0.0545,0.06
25.171338,-0.0221,0.0325,-0.0009,0.04
25.185925,-0.0667,0.0013,-0.0022,0.07
25.190495,-0.0714,0.0044,-0.0147,0.07
25.199654,-0.0656,-0.0043,-0.0269,0.07
25.212370,-0.0501,-0.0074,-0.0508,0.07
25.222582,-0.0016,-0.0064,-0.1002,0.10
25.231939,0.0041,-0.0446,-0.0670,0.08
25.241639,0.0317,-0.0540,-0.0290,0.07
25.247714,0.0517,0.0014,-0.0540,0.07
25.256236,-0.0192,0.0391,-0.1060,0.11
25.266250,-0.0614,0.0071,-0.1463,0.16
25.280219,-0.0382,-0.0266,-0.0780,0.09
25.289963,-0.0389,-0.0105,0.0138,0.04
25.300307,-0.0526,0.0320,-0.0064,0.06
25.304281,-0.0657,0.0037,-0.0574,0.09
25.314360,-0.0530,-0.0197,-0.0489,0.07
25.325630,0.0464,0.0150,-0.0487,0.07
25.333206,0.0968,0.0430,-0.0582,0.12
25.346590,0.0691,0.0518,-0.1278,0.15
25.356206,0.0491,-0.0022,-0.1232,0.13
25.371636,0.0728,0.0529,0.0365,0.10
25.381454,0.0004,0.0982,-0.0318,0.10
25.391129,-0.0985,-0.0318,-0.0461,0.11
25.405473,-0.0069,-0.0688,-0.0026,0.07
25.415341,0.0608,-0.0025,0.0876,0.11
25.418810,0.0263,0.0478,0.0575,0.08
25.428294,0.0148,0.0379,-0.0667,0.08
25.439457,0.0082,-0.0122,-0.0586,0.06
25.447475,0.0785,0.0024,0.0078,0.08
25.456413,0.1304,0.0062,0.0092,0.13
25.470462,0.0456,0.0107,0.0220,0.05
25.480728,0.0066,-0.0030,0.0307,0.03
25.489990,0.0183,-0.0347,0.1490,0.15
25.495013,-0.0219,0.0117,0.1732,0.17
25.504602,-0.0837,0.0718,0.0559,0.12
25.514047,-0.1216,-0.0124,0.0367,0.13
25.523250,-0.0739,-0.0688,0.1071,0.15
25.536223,0.0142,-0.0227,0.1480,0.15
25.546505,-0.0209,-0.0204,0.1432,0.15
25.555926,-0.0199,-0.0117,0.0430,0.05
25.565417,0.0100,-0.0240,-0.0258,0.04
25.580726,0.0343,-0.0373,0.0005,0.05
25.590059,-0.0278,-0.0141,0.0078,0.03
25.603892,-0.1049,0.0015,0.0197,0.11
25.614197,-0.1148,-0.0521,0.0454,0.13
25.623851,-0.1166,-0.0663,0.0837,0.16
25.628345,-0.1035,-0.0147,0.0587,0.12
25.638130,-0.0393,0.0044,0.0444,0.06
25.646670,0.0092,-0.0070,0.0420,0.04
25.655870,0.0332,0.0280,-0.0123,0.05
25.671020,0.0642,0.0445,-0.0971,0.12
25.680443,0.0809,0.0606,-0.1543,0.18
25.685257,0.1058,0.0701,-0.1915,0.23
25.694084,0.0875,0.0373,-0.1817,0.21
25.704367,0.0622,0.0396,-0.1575,0.17
25.713498,0.0422,0.0473,-0.1370,0.15
25.727449,0.0221,0.0232,-0.0940,0.10
25.737194,0.0345,-0.0106,-0.0684,0.08
25.747045,0.0435,-0.0029,-0.0511,0.07
25.761238,0.0391,0.0318,-0.0675,0.08
25.770691,0.0447,0.0073,-0.0444,0.06
25.780455,0.0445,-0.0063,-0.0171,0.05
25.792992,0.0513,-0.0184,-0.0024,0.05
25.803410,0.0359,-0.0274,0.0008,0.05
25.813670,0.0123,-0.0330,0.0161,0.04
25.818753,0.0026,-0.0429,0.0541,0.07
25.827876,-0.0099,-0.0470,0.0936,0.11
25.839400,-0.0321,-0.0394,0.1088,0.12
25.850602,-0.0527,-0.0530,0.1179,0.14
25.855956,-0.0499,-0.0625,0.1402,0.16
25.866882,-0.0417,-0.0430,0.1437,0.16
25.877017,-0.0617,-0.0282,0.1250,0.14
25.886693,-0.0729,-0.0332,0.1080,0.13
25.894839,-0.0568,-0.0448,0.1070,0.13
25.903844,-0.0314,-0.0368,0.0996,0.11
25.914060,-0.0117,-0.0269,0.0541,0.06
25.923647,0.0014,-0.0078,-0.0030,0.01
25.942950,0.0059,0.0105,-0.0321,0.03
25.943945,0.0257,0.0153,-0.0280,0.04
25.962023,0.0105,0.0229,-0.0425,0.05
25.969961,-0.0059,0.0248,-0.0515,0.06
25.986728,-0.0006,0.0293,-0.0557,0.06
25.989315,-0.0084,0.0343,-0.0542,0.06
25.999760,-0.0192,0.0335,-0.0632,0.07
26.010925,0.0024,0.0339,-0.0716,0.08
26.020627,0.0289,0.0442,-0.0649,0.08
26.027676,0.0485,0.0505,-0.0777,0.10
26.037453,0.0556,0.0522,-0.0958,0.12
26.049715,0.0462,0.0427,-0.0900,0.11
26.060259,0.0458,0.0348,-0.0668,0.09
26.069716,0.0443,0.0136,-0.0384,0.06
26.075179,0.0220,0.0030,-0.0192,0.03
26.084111,-0.0017,0.0172,-0.0144,0.02
26.094799,-0.0216,0.0053,0.0164,0.03
26.106903,-0.0393,-0.0141,0.0488,0.06
26.116782,-0.0475,-0.0143,0.0535,0.07
26.126444,-0.0581,-0.0356,0.0796,0.10
26.135861,-0.0254,-0.0357,0.0947,0.10
26.151340,0.0167,-0.0340,0.1011,0.11
26.161557,0.0137,-0.0471,0.0827,0.10
26.169671,0.0070,-0.0523,0.0711,0.09
26.184071,-0.0120,-0.0532,0.0651,0.08
26.193556,-0.0209,-0.0414,0.0477,0.07
26.203234,-0.0360,-0.0388,0.0380,0.07
26.208350,-0.0643,-0.0353,0.0274,0.08
26.217653,-0.0698,-0.0284,0.0106,0.08
26.227466,-0.0735,-0.0389,0.0079,0.08
26.240889,-0.0623,-0.0131,-0.0017,0.06
26.250656,-0.0287,0.0168,-0.0282,0.04
26.260122,-0.0043,0.0242,-0.0305,0.04
26.265672,0.0198,0.0338,-0.0377,0.05
26.275173,0.0210,0.0409,-0.0472,0.07
26.284577,-0.0031,0.0457,-0.0596,0.08
26.293328,-0.0200,0.0526,-0.0657,0.09
26.311507,-0.0074,0.0519,-0.0479,0.07
26.312849,0.0050,0.0470,-0.0146,0.05
26.323222,0.0167,0.0541,0.0024,0.06
26.333044,0.0192,0.0506,-0.0013,0.05
26.343113,0.0133,0.0411,-0.0033,0.04
26.360316,0.0287,0.0115,0.0089,0.03
26.373454,0.0318,0.0093,0.0060,0.03
26.384740,0.0256,0.0028,-0.0069,0.03
26.389090,0.0109,-0.0248,-0.0072,0.03
26.398964,0.0026,-0.0320,-0.0097,0.03
26.409357,-0.0066,-0.0297,-0.0106,0.03
26.417914,-0.0124,-0.0407,-0.0067,0.04
26.432316,-0.0102,-0.0478,-0.0074,0.05
26.441880,-0.0184,-0.0483,-0.0074,0.05
26.446496,-0.0212,-0.0417,-0.0172,0.05
26.455927,-0.0240,-0.0426,-0.0364,0.06
26.465854,-0.0358,-0.0487,-0.0529,0.08
26.475889,-0.0239,-0.0497,-0.0646,0.08
26.483958,-0.0053,-0.0381,-0.0584,0.07
26.499125,0.0112,-0.0123,-0.0567,0.06
26.508478,0.0218,-0.0042,-0.0627,0.07
26.513453,0.0257,-0.0032,-0.0608,0.07
26.522952,0.0314,0.0058,-0.0553,0.06
26.532872,0.0329,0.0190,-0.0365,0.05
26.550814,0.0238,0.0047,0.0103,0.03
26.563882,0.0177,-0.0002,0.0305,0.04
26.573729,0.0150,-0.0069,0.0508,0.05
26.583126,0.0196,-0.0004,0.0520,0.06
26.588947,0.0021,-0.0100,0.0533,0.05
26.598828,-0.0094,-0.0194,0.0622,0.07
26.607913,-0.0060,-0.0168,0.0659,0.07
26.621800,-0.0298,-0.0219,0.0692,0.08
26.626118,-0.0479,-0.0320,0.0490,0.08
26.637530,-0.0569,-0.0385,0.0421,0.08
26.647778,-0.0577,-0.0305,0.0462,0.08
26.655171,-0.0499,-0.0185,0.0348,0.06
26.665054,-0.0447,-0.0211,0.0139,0.05
26.681755,-0.0357,-0.0191,0.0006,0.04
26.683820,-0.0066,-0.0025,-0.0061,0.01
26.695378,0.0156,0.0216,-0.0147,0.03
26.705878,0.0207,0.0350,-0.0350,0.05
26.722501,0.0628,-0.0057,-0.0188,0.07
26.731343,0.0875,-0.0127,0.0096,0.09
26.740780,0.0910,-0.0037,-0.0014,0.09
26.757458,0.0664,-0.0180,-0.0224,0.07
26.759975,0.0384,-0.0279,-0.0267,0.05
26.770220,0.0087,-0.0281,-0.0136,0.03
