# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-27 18:37:14.916
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.396507,-0.0340,-0.0195,-0.0429,0.06
5.404409,-0.0865,-0.0751,0.0401,0.12
5.421878,0.0561,0.0697,-0.0298,0.09
5.431214,-0.0774,0.0174,-0.0413,0.09
5.440787,-0.0254,-0.0265,-0.0966,0.10
5.456233,0.0366,0.0151,-0.0651,0.08
5.459826,0.0136,0.0848,0.0199,0.09
5.472507,-0.0045,0.0887,-0.0361,0.10
5.479053,-0.0626,-0.0099,-0.0681,0.09
5.488063,-0.0131,-0.0067,-0.0101,0.02
5.497525,0.0839,0.0466,0.0246,0.10
5.513901,0.0008,0.0529,0.0314,0.06
5.520566,-0.0303,0.0612,-0.0455,0.08
5.529288,-0.0181,0.0157,0.0024,0.02
5.538066,-0.0015,0.0272,0.0844,0.09
5.546194,0.0163,0.1180,-0.0507,0.13
5.554535,-0.0814,0.0685,-0.1095,0.15
5.564440,-0.0931,-0.0086,-0.0329,0.10
5.580014,0.0381,0.0430,-0.0444,0.07
5.585182,-0.0136,0.0595,-0.0320,0.07
5.595083,-0.0889,0.0186,-0.0455,0.10
5.603902,-0.0106,0.0188,-0.1514,0.15
5.622040,0.0493,0.0485,-0.0383,0.08
5.631161,0.0174,0.0527,-0.1047,0.12
5.646628,-0.0658,0.0072,-0.0828,0.11
5.658014,0.0470,0.0301,-0.0790,0.10
5.659369,0.0582,0.0022,-0.0585,0.08
5.668822,-0.0682,-0.0036,0.0019,0.07
5.678512,-0.0430,0.0087,-0.0340,0.06
5.689122,0.0014,-0.0181,0.0122,0.02
5.705278,-0.0461,-0.0034,0.0792,0.09
5.709854,-0.0419,-0.0177,0.0306,0.05
5.719564,-0.0227,-0.0587,0.0689,0.09
5.728945,-0.0116,-0.0057,0.1098,0.11
5.735439,0.0044,0.0386,0.0537,0.07
5.744834,-0.0443,-0.0452,0.0523,0.08
5.754595,-0.0476,-0.0632,0.0607,0.10
5.764225,0.0218,-0.0076,0.0424,0.05
5.778129,0.0159,-0.0164,0.0736,0.08
5.783982,-0.0040,-0.0078,0.0181,0.02
5.794157,-0.0404,-0.0256,-0.0256,0.05
5.804012,-0.0349,-0.0419,0.0268,0.06
5.821489,-0.0312,-0.0010,-0.0292,0.04
5.835234,-0.0381,-0.0218,-0.0417,0.06
5.843403,0.0192,-0.0371,-0.0445,0.06
5.851458,0.0215,-0.0274,-0.0073,0.04
5.860282,0.0142,0.0124,-0.0303,0.04
5.869249,0.0036,-0.0001,-0.0798,0.08
5.877946,-0.0119,-0.0271,-0.0469,0.06
5.887687,0.0327,-0.0248,-0.0270,0.05
5.902195,0.0197,-0.0233,-0.0035,0.03
5.908152,-0.0156,0.0061,-0.0142,0.02
5.918621,-0.0064,0.0159,-0.0630,0.07
5.926530,-0.0155,-0.0369,0.0063,0.04
5.935389,0.0000,-0.0346,0.0505,0.06
5.945421,-0.0056,0.0191,0.0141,0.02
5.960036,-0.0172,0.0206,0.0139,0.03
5.966146,0.0146,-0.0162,0.0314,0.04
5.975977,0.0053,-0.0268,0.0546,0.06
5.985775,0.0033,0.0099,0.0474,0.05
6.002325,0.0046,-0.0023,0.0290,0.03
6.011355,0.0108,-0.0085,0.0290,0.03
6.026341,0.0418,-0.0110,0.0284,0.05
6.037010,0.0006,0.0073,0.0536,0.05
6.039951,0.0021,0.0478,-0.0230,0.05
6.050018,-0.0141,-0.0147,-0.0342,0.04
6.059183,-0.0108,-0.0468,0.0430,0.06
6.068476,0.0476,0.0181,0.0005,0.05
6.078020,0.0192,0.0489,-0.0389,0.07
6.095084,-0.0119,0.0056,-0.0228,0.03
6.096160,0.0286,-0.0286,-0.0213,0.05
6.109577,0.0269,-0.0016,0.0052,0.03
6.115912,0.0208,0.0351,-0.0026,0.04
6.126737,0.0101,0.0036,-0.0201,0.02
6.136372,-0.0140,-0.0106,-0.0064,0.02
6.149678,0.0058,0.0056,-0.0039,0.01
6.157762,0.0165,0.0014,0.0081,0.02
6.166424,-0.0207,0.0046,0.0200,0.03
6.174463,0.0025,0.0138,-0.0061,0.02
6.183951,0.0188,-0.0215,0.0346,0.04
6.202545,-0.0059,0.0122,0.0255,0.03
6.210701,-0.0264,-0.0018,0.0139,0.03
6.224322,-0.0357,-0.0401,0.0414,0.07
6.233404,0.0018,-0.0259,0.0179,0.03
6.241214,-0.0061,-0.0179,0.0184,0.03
6.249551,-0.0006,-0.0095,0.0005,0.01
6.258712,0.0160,-0.0036,-0.0454,0.05
6.268535,-0.0022,-0.0191,-0.0237,0.03
6.277753,0.0039,-0.0366,-0.0137,0.04
6.291184,0.0112,-0.0299,-0.0397,0.05
6.298980,-0.0372,-0.0288,-0.0317,0.06
6.307675,-0.0210,-0.0341,-0.0449,0.06
6.315866,-0.0174,-0.0531,-0.0488,0.07
6.325353,-0.0524,-0.0372,-0.0461,0.08
6.334821,-0.0297,-0.0036,-0.0838,0.09
6.349818,-0.0077,-0.0279,-0.0850,0.09
6.356356,-0.0055,-0.0364,-0.0569,0.07
6.364095,0.0306,-0.0078,-0.0687,0.08
6.372846,0.0316,-0.0153,-0.0357,0.05
6.392062,0.0281,-0.0095,-0.0057,0.03
6.401533,0.0143,-0.0296,0.0489,0.06
6.415958,0.0509,-0.0038,0.0366,0.06
6.423767,0.0287,0.0077,0.0385,0.05
6.431466,0.0038,0.0122,0.0678,0.07
6.440553,0.0275,0.0257,0.0334,0.05
6.449210,0.0179,0.0346,0.0452,0.06
6.458985,0.0517,0.0577,0.0730,0.11
6.472764,0.1008,0.0672,0.0853,0.15
6.480397,0.0917,0.0672,0.1210,0.17
6.488559,0.1034,0.0861,0.1225,0.18
6.497370,0.1104,0.0831,0.1258,0.19
6.505974,0.0984,0.0807,0.1475,0.19
6.516428,0.1237,0.0883,0.1165,0.19
6.530758,0.1035,0.0648,0.1055,0.16
6.538664,0.0807,0.0564,0.0827,0.13
6.547865,0.0929,0.0641,0.0225,0.12
6.556200,0.0573,0.0390,0.0360,0.08
6.564067,0.0505,0.0314,0.0135,0.06
6.583054,0.0492,-0.0004,0.0051,0.05
6.596856,0.0523,-0.0017,-0.0006,0.05
6.605158,0.0108,-0.0277,-0.0207,0.04
6.613195,-0.0314,-0.0439,-0.0205,0.06
6.621302,-0.0145,-0.0425,-0.0483,0.07
6.630619,-0.0394,-0.0826,-0.0370,0.10
6.640165,-0.0547,-0.0992,-0.0293,0.12
6.648751,-0.0376,-0.0871,-0.0686,0.12
6.663541,-0.0772,-0.0975,-0.0644,0.14
6.670960,-0.0835,-0.0986,-0.0628,0.14
6.679004,-0.0516,-0.0884,-0.0586,0.12
6.687542,-0.0712,-0.0839,-0.0128,0.11
6.696749,-0.0808,-0.0702,-0.0171,0.11
6.705798,-0.0576,-0.0613,-0.0107,0.08
6.715224,-0.0637,-0.0461,0.0386,0.09
6.730587,-0.0596,-0.0216,0.0312,0.07
6.734319,-0.0526,-0.0277,0.0236,0.06
6.745990,-0.0416,-0.0152,0.0324,0.05
6.753570,-0.0095,-0.0003,0.0249,0.03
6.763407,0.0109,-0.0125,0.0342,0.04
6.776689,0.0288,0.0174,0.0170,0.04
6.783390,0.0332,0.0437,-0.0179,0.06
6.800918,0.0536,0.0233,0.0057,0.06
6.813622,0.0444,0.0502,-0.0023,0.07
6.821813,0.0199,0.0302,-0.0073,0.04
6.829178,0.0256,0.0150,-0.0124,0.03
6.839764,0.0135,0.0282,-0.0067,0.03
6.854138,-0.0143,0.0296,-0.0152,0.04
6.860449,-0.0179,0.0071,-0.0403,0.04
6.869406,-0.0133,0.0003,-0.0282,0.03
6.878647,0.0030,0.0096,-0.0099,0.01
6.885981,0.0215,0.0036,-0.0172,0.03
6.896244,0.0169,-0.0010,-0.0244,0.03
6.905310,-0.0002,0.0016,-0.0326,0.03
6.918312,0.0086,-0.0154,-0.0231,0.03
6.926189,0.0040,-0.0269,-0.0059,0.03
6.938116,-0.0401,-0.0125,-0.0153,0.04
6.945254,-0.0557,-0.0208,-0.0334,0.07
6.953395,-0.0511,-0.0374,-0.0156,0.07
6.963678,-0.0713,-0.0276,0.0089,0.08
6.978319,-0.0743,-0.0233,0.0021,0.08
6.984585,-0.0472,-0.0217,-0.0056,0.05
6.993613,-0.0305,-0.0131,0.0121,0.04
7.009757,0.0447,-0.0078,0.0196,0.05
7.019793,0.0252,0.0090,0.0073,0.03
7.029361,0.0126,-0.0053,0.0047,0.01
7.038654,0.0210,-0.0333,0.0178,0.04
7.052154,0.0050,-0.0036,0.0276,0.03
7.059042,-0.0335,0.0273,-0.0165,0.05
7.068030,-0.0204,-0.0094,-0.0239,0.03
7.076411,0.0000,-0.0233,0.0185,0.03
7.086005,0.0014,0.0159,0.0085,0.02
7.096125,0.0025,0.0116,-0.0230,0.03
7.109549,-0.0026,-0.0008,-0.0167,0.02
7.118521,0.0105,0.0121,-0.0201,0.03
7.126424,0.0197,-0.0070,-0.0082,0.02
7.134233,0.0009,-0.0091,-0.0017,0.01
7.143181,-0.0111,0.0174,-0.0390,0.04
7.162180,-0.0113,-0.0287,0.0005,0.03
7.175660,-0.0021,0.0108,-0.0428,0.04
7.185042,-0.0212,0.0033,-0.0462,0.05
7.192775,-0.0071,-0.0168,-0.0394,0.04
7.200712,0.0291,-0.0132,-0.0152,0.04
7.209504,-0.0104,0.0019,0.0177,0.02
7.219203,-0.0147,0.0218,-0.0152,0.03
7.229149,-0.0141,0.0014,-0.0062,0.02
7.243726,-0.0339,0.0036,0.0443,0.06
7.249286,0.0053,0.0269,0.0181,0.03
7.260084,-0.0016,0.0093,0.0346,0.04
7.268061,-0.0112,0.0183,0.0471,0.05
7.276140,0.0430,0.0180,0.0179,0.05
7.286147,0.0479,-0.0091,0.0416,0.06
7.295932,0.0344,0.0206,0.0235,0.05
7.310444,0.0528,0.0263,-0.0246,0.06
7.316352,0.0323,-0.0123,0.0309,0.05
7.324545,0.0114,0.0086,0.0382,0.04
7.333518,-0.0016,0.0067,0.0026,0.01
7.342784,-0.0327,-0.0145,0.0204,0.04
7.362063,-0.0193,-0.0088,-0.0009,0.02
7.374479,-0.0160,-0.0073,0.0110,0.02
7.382083,0.0120,0.0198,-0.0308,0.04
7.391109,0.0217,-0.0006,-0.0487,0.05
7.399921,0.0416,-0.0184,-0.0356,0.06
7.409148,0.0720,0.0107,-0.0556,0.09
7.419199,0.0505,0.0210,-0.0742,0.09
7.434254,0.0183,-0.0096,-0.0563,0.06
7.438279,0.0292,-0.0202,-0.0529,0.06
7.450203,0.0152,-0.0028,-0.0297,0.03
7.457643,-0.0214,0.0129,-0.0339,0.04
7.466027,-0.0252,0.0079,-0.0588,0.06
7.475730,-0.0040,-0.0056,-0.0094,0.01
7.486065,0.0037,-0.0012,0.0325,0.03
7.499741,0.0288,0.0374,-0.0064,0.05
7.506207,0.0118,0.0067,0.0010,0.01
7.515766,0.0151,-0.0257,0.0393,0.05
7.524639,0.0474,-0.0135,0.0389,0.06
7.533198,0.0196,-0.0109,0.0592,0.06
7.552088,0.0001,-0.0240,0.0089,0.03
7.565214,-0.0135,-0.0436,0.0647,0.08
7.573866,-0.0022,0.0088,0.0317,0.03
7.581369,-0.0197,0.0155,0.0063,0.03
7.590264,-0.0635,-0.0368,0.0486,0.09
7.599660,-0.0311,-0.0246,0.0378,0.05
7.609688,-0.0130,-0.0167,0.0493,0.05
7.623581,-0.0467,-0.0248,0.0545,0.08
7.631611,-0.0131,-0.0072,-0.0072,0.02
7.639454,0.0099,-0.0312,0.0219,0.04
7.648088,0.0216,-0.0054,0.0324,0.04
7.657183,0.0332,0.0319,-0.0458,0.06
7.665969,0.0036,-0.0095,-0.0404,0.04
7.675854,0.0312,-0.0020,-0.0223,0.04
7.690131,0.0436,0.0204,-0.0095,0.05
7.696838,0.0076,0.0254,0.0121,0.03
7.705591,0.0037,0.0370,-0.0342,0.05
7.715843,-0.0017,-0.0102,0.0094,0.01
7.723350,0.0023,-0.0144,0.0522,0.05
7.732911,0.0237,0.0496,-0.0124,0.06
7.752137,0.0464,0.0235,-0.0063,0.05
7.762963,0.0855,0.0400,-0.0225,0.10
7.771629,0.0583,0.0349,-0.0108,0.07
7.780346,0.0403,0.0280,-0.0535,0.07
7.795281,0.0193,0.0035,-0.0544,0.06
7.805445,0.0074,-0.0113,-0.0135,0.02
7.812330,0.0212,0.0114,-0.0248,0.03
7.820738,-0.0151,0.0095,-0.0310,0.04
7.828270,-0.0283,-0.0005,-0.0466,0.05
7.838711,-0.0104,-0.0280,-0.0408,0.05
7.846988,-0.0136,-0.0372,0.0063,0.04
7.856158,-0.0105,0.0064,-0.0318,0.03
7.866146,-0.0182,-0.0041,-0.0463,0.05
7.880938,0.0044,-0.0394,0.0016,0.04
7.887711,0.0345,-0.0306,0.0018,0.05
7.895999,-0.0047,-0.0317,0.0078,0.03
7.905146,-0.0227,-0.0318,-0.0007,0.04
7.913920,-0.0103,-0.0336,0.0122,0.04
7.923610,-0.0290,-0.0424,0.0737,0.09
7.932982,-0.0141,-0.0206,0.0674,0.07
7.946727,-0.0170,-0.0220,0.0714,0.08
7.962730,-0.0058,-0.0115,0.0732,0.07
7.972989,-0.0113,-0.0065,0.0685,0.07
7.980767,-0.0317,0.0013,0.0575,0.07
7.989867,-0.0049,0.0137,0.0215,0.03
7.999672,0.0033,0.0093,0.0398,0.04
8.012614,0.0051,0.0166,0.0258,0.03
8.020020,0.0099,0.0127,-0.0127,0.02
8.028750,0.0102,0.0104,-0.0051,0.02
8.037801,0.0298,0.0370,-0.0235,0.05
8.047308,0.0340,0.0410,-0.0582,0.08
8.056381,-0.0038,0.0123,-0.0646,0.07
8.066142,0.0172,0.0242,-0.0938,0.10
8.079327,0.0212,0.0353,-0.0878,0.10
8.085851,-0.0130,0.0313,-0.0780,0.09
8.095041,-0.0152,0.0357,-0.1101,0.12
8.104338,-0.0132,0.0189,-0.0792,0.08
8.113974,-0.0040,0.0087,-0.0158,0.02
8.123339,0.0382,0.0331,-0.0037,0.05
8.137297,0.0200,0.0244,0.0164,0.04
8.143528,0.0108,0.0020,0.0311,0.03
8.153050,0.0426,-0.0082,0.0426,0.06
8.170883,-0.0160,0.0000,0.0573,0.06
8.180755,-0.0318,-0.0213,0.0400,0.06
8.194948,-0.0604,-0.0519,0.0957,0.12
8.202165,-0.0375,-0.0247,0.0920,0.10
8.211353,-0.0465,-0.0216,0.0850,0.10
8.220710,-0.0739,-0.0334,0.0792,0.11
8.229454,-0.0322,-0.0202,0.0413,0.06
8.237638,-0.0111,-0.0459,0.0787,0.09
8.246506,0.0009,-0.0276,0.0766,0.08
8.255867,0.0047,0.0000,-0.0043,0.01
8.270333,-0.0233,-0.0275,-0.0163,0.04
8.276209,0.0030,-0.0395,-0.0201,0.04
8.285486,0.0132,-0.0151,-0.0368,0.04
8.294962,-0.0345,0.0104,-0.0570,0.07
8.304077,-0.0368,0.0174,-0.1051,0.11
8.313464,-0.0398,-0.0055,-0.0767,0.09
8.328331,-0.0459,-0.0001,-0.0471,0.07
8.334778,-0.0220,0.0278,-0.0705,0.08
8.343056,-0.0108,0.0350,-0.0654,0.07
8.361291,0.0619,0.0254,-0.0588,0.09
8.370606,0.0631,0.0096,-0.0117,0.06
8.385217,0.0701,0.0486,-0.0362,0.09
8.391988,0.0420,0.0508,-0.0790,0.10
8.401142,0.0044,-0.0011,-0.0598,0.06
8.409722,0.0181,-0.0243,-0.0332,0.04
8.418725,-0.0048,0.0098,-0.0012,0.01
8.428055,-0.0618,0.0302,-0.0062,0.07
8.437210,-0.0718,-0.0104,-0.0243,0.08
8.451210,-0.0660,-0.0481,0.0237,0.09
8.459144,-0.0322,-0.0190,0.0360,0.05
8.467024,0.0045,0.0101,0.0104,0.02
8.476171,0.0033,-0.0063,0.0147,0.02
8.484507,0.0179,-0.0296,0.0210,0.04
8.494836,0.0342,-0.0134,0.0290,0.05
8.504191,0.0082,0.0045,0.0214,0.02
8.513150,-0.0040,-0.0026,-0.0293,0.03
8.526160,-0.0258,-0.0395,-0.0192,0.05
8.533850,-0.0200,-0.0379,0.0274,0.05
8.551451,-0.0349,0.0144,0.0295,0.05
8.561754,-0.0482,0.0064,-0.0122,0.05
8.569068,0.0062,-0.0279,0.0046,0.03
8.580005,0.0248,-0.0061,0.0657,0.07
8.592112,0.0296,0.0410,0.0365,0.06
8.599379,0.0222,0.0193,0.0225,0.04
8.608994,0.0245,0.0033,0.0469,0.05
8.618106,0.0520,0.0132,0.0350,0.06
8.627754,0.0280,0.0140,0.0226,0.04
8.642740,-0.0027,0.0099,-0.0008,0.01
8.648453,0.0025,-0.0059,0.0002,0.01
8.657905,-0.0133,-0.0047,0.0217,0.03
8.667015,-0.0257,0.0102,-0.0144,0.03
8.674991,-0.0409,-0.0147,-0.0139,0.05
8.684474,-0.0374,-0.0095,0.0003,0.04
8.694163,-0.0071,0.0226,-0.0210,0.03
8.709464,-0.0235,-0.0120,0.0009,0.03
8.715612,-0.0066,-0.0131,-0.0039,0.02
8.724085,0.0375,0.0231,-0.0264,0.05
8.733394,0.0354,0.0170,-0.0103,0.04
8.751242,0.0185,-0.0114,-0.0471,0.05
8.760740,-0.0046,-0.0015,-0.0217,0.02
8.773893,0.0274,0.0148,-0.0335,0.05
8.783018,-0.0011,-0.0017,-0.0096,0.01
8.798480,-0.0132,0.0108,-0.0269,0.03
8.798897,0.0195,0.0157,-0.0320,0.04
8.807965,0.0064,0.0043,0.0412,0.04
8.817901,0.0067,0.0267,0.0097,0.03
8.832431,0.0028,0.0171,-0.0228,0.03
8.839085,0.0040,-0.0197,0.0218,0.03
8.848096,0.0655,0.0031,0.0210,0.07
8.857046,0.0467,0.0189,0.0094,0.05
8.865339,-0.0013,-0.0002,-0.0125,0.01
8.882290,0.0184,-0.0258,-0.0292,0.04
8.884210,0.0111,-0.0384,0.0286,0.05
8.897029,0.0136,0.0024,0.0264,0.03
8.906197,-0.0030,0.0102,-0.0172,0.02
8.914265,-0.0598,-0.0239,0.0096,0.07
8.931915,-0.0349,-0.0284,0.0546,0.07
8.941527,-0.0445,0.0023,0.0569,0.07
8.950795,-0.0171,0.0068,0.0078,0.02
8.960278,0.0196,-0.0108,0.0295,0.04
8.972815,0.0414,0.0028,0.0424,0.06
8.980468,0.0360,0.0349,-0.0157,0.05
8.988993,0.0029,0.0224,-0.0477,0.05
8.999546,0.0166,-0.0090,-0.0258,0.03
9.008750,0.0379,-0.0029,0.0031,0.04
9.023013,-0.0064,0.0352,-0.0035,0.04
9.031241,-0.0329,0.0535,-0.0498,0.08
9.038534,-0.0381,-0.0004,-0.0237,0.04
9.047429,-0.0330,-0.0179,0.0353,0.05
9.055786,-0.0131,0.0275,0.0041,0.03
9.065642,-0.0086,0.0281,-0.0143,0.03
9.075512,0.0157,-0.0012,0.0108,0.02
9.089883,0.0427,-0.0073,0.0158,0.05
9.095624,0.0354,0.0076,0.0092,0.04
9.108921,0.0190,0.0027,-0.0109,0.02
9.121945,-0.0167,-0.0423,0.0471,0.07
9.132396,-0.0268,-0.0119,0.0441,0.05
9.141066,-0.0618,0.0094,0.0159,0.06
9.154336,-0.0796,-0.0147,0.0140,0.08
9.162262,-0.0216,-0.0129,0.0102,0.03
9.171391,0.0054,-0.0161,0.0267,0.03
9.179498,0.0102,0.0037,-0.0005,0.01
9.188688,0.0453,0.0216,-0.0518,0.07
9.198462,0.0631,-0.0033,-0.0206,0.07
9.207469,0.0805,0.0138,-0.0278,0.09
9.221539,0.0665,0.0252,-0.0731,0.10
9.228590,0.0216,-0.0029,-0.0474,0.05
9.237738,0.0250,0.0042,-0.0462,0.05
9.246235,-0.0120,-0.0069,-0.0227,0.03
9.255399,-0.0538,-0.0093,-0.0157,0.06
9.264889,-0.0344,0.0196,-0.0383,0.06
9.274481,-0.0342,-0.0048,0.0051,0.03
9.286725,-0.0340,-0.0237,0.0275,0.05
9.293995,-0.0084,-0.0166,0.0073,0.02
9.302877,-0.0160,-0.0292,0.0529,0.06
9.321677,0.0256,0.0036,0.0319,0.04
9.331653,-0.0064,-0.0207,0.0362,0.04
9.344663,0.0065,-0.0181,0.0237,0.03
9.352402,-0.0026,-0.0203,0.0547,0.06
9.360955,-0.0443,-0.0085,0.0567,0.07
9.369131,-0.0524,0.0070,0.0054,0.05
9.378810,-0.0677,-0.0130,0.0340,0.08
9.388317,-0.0288,0.0086,0.0398,0.05
9.398537,0.0031,0.0280,0.0278,0.04
9.408463,0.0038,0.0036,0.0244,0.02
9.421614,0.0388,0.0145,-0.0052,0.04
9.427843,0.0724,0.0315,-0.0124,0.08
9.435870,0.0708,0.0384,-0.0150,0.08
9.446431,0.0630,0.0324,-0.0661,0.10
9.455681,0.0173,0.0028,-0.0589,0.06
9.465411,0.0097,-0.0035,-0.0367,0.04
9.477818,0.0011,-0.0033,-0.0198,0.02
9.485130,-0.0451,0.0068,-0.0219,0.05
9.494260,-0.0629,0.0080,-0.0551,0.08
9.504229,-0.0425,-0.0242,-0.0220,0.05
9.521906,-0.0048,0.0035,-0.0137,0.01
9.535771,-0.0136,-0.0060,-0.0218,0.03
9.543855,0.0182,-0.0131,-0.0179,0.03
9.551371,0.0309,-0.0132,-0.0016,0.03
9.560550,0.0163,-0.0086,-0.0014,0.02
9.570089,0.0148,-0.0054,-0.0130,0.02
9.578781,-0.0033,-0.0291,0.0216,0.04
9.588457,-0.0116,-0.0150,0.0302,0.04
9.602677,-0.0279,0.0090,0.0118,0.03
9.609247,-0.0557,-0.0033,0.0207,0.06
9.619158,-0.0296,0.0022,0.0195,0.04
9.627180,-0.0241,-0.0012,0.0368,0.04
9.635990,-0.0140,0.0115,0.0338,0.04
9.645731,0.0218,0.0287,-0.0047,0.04
9.655232,0.0132,0.0063,0.0155,0.02
9.668182,0.0384,-0.0019,0.0091,0.04
9.676372,0.0521,0.0057,-0.0102,0.05
9.684125,0.0065,0.0011,-0.0053,0.01
9.694354,0.0018,0.0094,-0.0352,0.04
9.712456,-0.0553,0.0058,-0.0143,0.06
9.727037,-0.0550,0.0160,-0.0554,0.08
9.735558,-0.0650,-0.0118,-0.0171,0.07
9.742216,-0.0331,-0.0140,0.0082,0.04
9.753340,0.0239,0.0122,-0.0051,0.03
9.759721,0.0190,0.0008,0.0069,0.02
9.768548,0.0717,0.0161,-0.0303,0.08
9.778340,0.0933,-0.0042,-0.0187,0.10
9.792299,0.0475,-0.0052,0.0096,0.05
9.800073,0.0406,0.0290,-0.0437,0.07
9.812748,-0.0117,-0.0092,-0.0010,0.01
9.816175,-0.0437,-0.0122,0.0260,0.05
9.825901,-0.0422,0.0005,-0.0112,0.04
9.835725,-0.0850,-0.0229,0.0371,0.10
9.845158,-0.0363,-0.0029,0.0153,0.04
9.857903,-0.0048,-0.0011,0.0090,0.01
9.866563,-0.0036,-0.0153,0.0322,0.04
9.875229,0.0700,-0.0020,-0.0184,0.07
9.883382,0.0887,0.0068,-0.0086,0.09
9.902102,0.0492,0.0100,-0.0706,0.09
9.915989,-0.0117,-0.0307,-0.0220,0.04
9.924319,-0.0381,-0.0090,-0.0012,0.04
9.932078,-0.0226,0.0012,-0.0173,0.03
9.940393,-0.0694,-0.0266,0.0368,0.08
9.949769,-0.0586,0.0052,0.0087,0.06
9.959500,-0.0199,-0.0073,0.0095,0.02
9.969213,0.0063,-0.0027,0.0698,0.07
9.982255,0.0636,0.0409,0.0082,0.08
9.990117,0.0407,-0.0025,0.0064,0.04
9.999441,0.0366,-0.0214,0.0355,0.06
10.008138,0.0741,0.0050,0.0187,0.08
10.016870,0.0213,0.0036,0.0440,0.05
10.026593,-0.0342,-0.0022,0.0032,0.03
10.035915,-0.0303,-0.0083,-0.0209,0.04
10.045412,-0.0578,-0.0288,0.0552,0.08
10.056613,-0.0574,0.0054,0.0424,0.07
10.064483,-0.0553,0.0164,-0.0000,0.06
10.073525,-0.0532,-0.0059,0.0208,0.06
10.083290,0.0226,0.0056,-0.0037,0.02
10.093395,0.0532,0.0080,-0.0027,0.05
10.106540,0.0580,0.0241,-0.0258,0.07
10.114974,0.0702,0.0323,-0.0940,0.12
10.123331,0.0289,-0.0250,-0.0415,0.06
10.140541,0.0447,0.0379,-0.0564,0.08
10.150228,-0.0458,0.0113,-0.0283,0.06
10.159356,-0.0386,-0.0197,-0.0469,0.06
10.168424,-0.0095,-0.0012,-0.0120,0.02
10.181090,-0.0505,0.0076,0.0475,0.07
10.189369,-0.0098,0.0331,-0.0362,0.05
10.198594,-0.0013,-0.0039,-0.0261,0.03
10.207743,0.0036,-0.0361,0.0409,0.05
10.216150,0.0689,-0.0017,-0.0164,0.07
10.225823,0.0168,-0.0077,-0.0030,0.02
10.240457,-0.0114,-0.0079,-0.0102,0.02
10.247026,0.0211,-0.0243,-0.0226,0.04
10.255882,-0.0440,-0.0588,0.0840,0.11
10.264762,-0.0493,0.0216,0.0212,0.06
10.273627,-0.0726,0.0039,-0.0070,0.07
10.283092,-0.1129,-0.0682,0.0814,0.15
10.302121,-0.0329,0.0099,0.0513,0.06
10.313976,-0.0554,-0.0210,0.0611,0.09
10.321898,0.0411,0.0005,-0.0158,0.04
10.330568,0.0221,-0.0298,0.0643,0.07
10.340107,0.0440,0.0154,0.0429,0.06
10.349929,0.0610,0.0381,-0.0502,0.09
10.358921,-0.0319,0.0066,0.0115,0.03
10.372830,-0.0047,0.0285,-0.0257,0.04
10.380753,-0.0128,0.0119,-0.0237,0.03
10.387529,-0.0826,0.0270,-0.0016,0.09
10.396737,-0.0278,0.0520,-0.0905,0.11
10.405942,0.0110,-0.0102,-0.0243,0.03
10.415817,0.0357,0.0190,-0.0083,0.04
10.430649,0.0745,0.0554,-0.0903,0.13
10.437344,0.0572,0.0138,-0.0605,0.08
10.445364,0.0770,0.0220,-0.0489,0.09
10.455360,0.0769,0.0249,-0.0515,0.10
10.463775,-0.0064,-0.0081,-0.0219,0.02
10.474470,-0.0202,0.0203,-0.0639,0.07
10.482813,-0.0586,-0.0197,-0.0163,0.06
10.495673,-0.0757,-0.0418,0.0452,0.10
10.503717,-0.0453,-0.0070,0.0091,0.05
10.520704,-0.0049,-0.0295,0.0623,0.07
10.530386,0.0517,-0.0163,0.0573,0.08
10.539723,0.0320,-0.0141,0.0779,0.09
10.549149,0.0572,0.0030,0.0148,0.06
10.562419,0.0233,-0.0169,0.0410,0.05
10.572479,0.0004,0.0033,0.0608,0.06
10.579991,-0.0236,-0.0094,0.0167,0.03
10.587407,-0.1008,-0.0251,0.0341,0.11
10.596214,-0.0791,-0.0035,0.0148,0.08
10.606415,-0.0165,0.0137,0.0288,0.04
10.615671,-0.0227,-0.0019,0.0621,0.07
10.628098,0.0180,0.0291,-0.0235,0.04
10.635916,0.0539,0.0388,-0.0492,0.08
10.644810,0.0659,0.0042,0.0027,0.07
10.653884,0.1153,0.0404,-0.0550,0.13
10.663553,0.0494,0.0381,-0.0863,0.11
10.682452,0.0254,-0.0029,-0.0713,0.08
10.695333,-0.0588,-0.0228,-0.0078,0.06
10.701952,-0.0792,0.0011,-0.0396,0.09
10.711410,-0.0433,-0.0043,-0.0582,0.07
10.720561,-0.0374,-0.0210,0.0357,0.06
10.730477,0.0283,0.0133,0.0064,0.03
10.746288,0.0341,-0.0113,-0.0040,0.04
10.754093,0.0116,-0.0218,0.0218,0.03
10.758885,0.0584,0.0158,-0.0337,0.07
10.769455,0.0460,-0.0163,-0.0035,0.05
10.777652,0.0129,-0.0248,0.0068,0.03
10.790100,0.0129,0.0086,-0.0332,0.04
10.797857,-0.0352,-0.0029,0.0256,0.04
10.808572,-0.0531,-0.0232,0.0348,0.07
10.817925,-0.0447,-0.0067,0.0086,0.05
10.826909,-0.0664,-0.0206,0.0604,0.09
